time_s,note,hz,confidence,intensity,register,is_voiced
23.85,C5,526.87,0.9154,28.9458,medio-agudo,True
23.9,C5,523.44,0.9181,28.8698,medio-agudo,True
23.95,C5,528.35,0.786,28.8701,medio-agudo,True
24.0,C5,527.61,0.9125,28.9401,medio-agudo,True
24.05,C5,527.51,0.9061,28.8676,medio-agudo,True
24.1,C5,524.22,0.9083,28.9207,medio-agudo,True
24.15,C5,528.61,0.8135,28.9566,medio-agudo,True
24.2,C5,530.33,0.9266,28.8664,medio-agudo,True
24.25,C5,524.52,0.9196,28.8913,medio-agudo,True
24.3,C5,529.14,0.8655,28.8298,medio-agudo,True
24.35,C5,528.72,0.8705,28.9084,medio-agudo,True
24.4,C5,526.65,0.922,28.9416,medio-agudo,True
24.45,C5,527.74,0.9264,28.8752,medio-agudo,True
24.5,C5,522.94,0.8465,28.872,medio-agudo,True
24.55,C5,520.25,0.9129,28.9244,medio-agudo,True
24.6,C5,524.51,0.913,28.936,medio-agudo,True
24.65,C5,528.73,0.9078,28.6422,medio-agudo,True
24.7,C5,526.75,0.8303,25.4557,medio-agudo,True
24.75,C5,521.38,0.92,20.3389,medio-agudo,True
24.8,C5,523.79,0.9236,16.6289,medio-agudo,True
24.85,C5,528.77,0.8558,12.8645,medio-agudo,True
24.9,C5,527.24,0.8933,9.1161,medio-agudo,True
24.95,C5,535.87,0.8441,3.869,medio-agudo,True
25.0,,,0.1893,7.287,silencio,False
25.05,D5,581.31,0.8715,18.2119,medio-agudo,True
25.1,D5,591.81,0.9266,26.9002,medio-agudo,True
25.15,D5,589.73,0.9174,29.0768,medio-agudo,True
25.2,D5,591.27,0.8559,27.9351,medio-agudo,True
25.25,D5,587.83,0.8257,27.0484,medio-agudo,True
25.3,D5,594.15,0.9169,28.6203,medio-agudo,True
25.35,D5,586.81,0.9283,30.1294,medio-agudo,True
25.4,D5,587.41,0.7474,30.1694,medio-agudo,True
25.45,D5,594.34,0.9119,30.2117,medio-agudo,True
25.5,D5,583.96,0.9105,30.1009,medio-agudo,True
25.55,D5,592.77,0.8861,30.0989,medio-agudo,True
25.6,D5,578.63,0.8735,30.1125,medio-agudo,True
25.65,D5,588.25,0.9275,30.0852,medio-agudo,True
25.7,D5,590.56,0.9177,30.2135,medio-agudo,True
25.75,D5,588.14,0.7594,30.2246,medio-agudo,True
25.8,D5,589.19,0.8375,30.0667,medio-agudo,True
25.85,D5,589.39,0.8914,30.1252,medio-agudo,True
25.9,D5,594.58,0.915,30.2141,medio-agudo,True
25.95,D5,582.73,0.874,30.1286,medio-agudo,True
26.0,D5,587.34,0.9164,30.0986,medio-agudo,True
26.05,D5,586.13,0.8885,30.2051,medio-agudo,True
26.1,D5,577.56,0.8983,30.2018,medio-agudo,True
26.15,D5,581.69,0.8752,30.0887,medio-agudo,True
26.2,D5,589.27,0.9065,30.1023,medio-agudo,True
26.25,D5,592.58,0.9156,30.1877,medio-agudo,True
26.3,D5,578.12,0.8754,30.147,medio-agudo,True
26.35,D5,583.51,0.8809,30.1535,medio-agudo,True
26.4,D5,595.02,0.8874,30.1721,medio-agudo,True
26.45,D5,594.24,0.921,30.2253,medio-agudo,True
26.5,D5,586.34,0.8575,30.1547,medio-agudo,True
26.55,D5,588.95,0.9116,30.0574,medio-agudo,True
26.6,D5,588.42,0.89,30.1408,medio-agudo,True
26.65,D5,582.4,0.8952,30.0394,medio-agudo,True
26.7,D5,579.83,0.8658,26.8099,medio-agudo,True
26.75,D5,593.32,0.8949,21.5314,medio-agudo,True
26.8,D5,594.74,0.9192,17.6201,medio-agudo,True
26.85,D5,582.86,0.8624,13.7047,medio-agudo,True
26.9,D5,582.92,0.8784,9.758,medio-agudo,True
26.95,D5,597.93,0.8522,4.2286,medio-agudo,True
27.0,E5,648.89,0.4124,5.6083,medio-agudo,True
27.05,E5,653.82,0.9067,14.3527,medio-agudo,True
27.1,E5,663.67,0.9064,24.4318,agudo,True
27.15,E5,661.28,0.9053,29.5208,agudo,True
27.2,E5,656.34,0.8582,29.6901,medio-agudo,True
27.25,E5,667.28,0.8273,28.3987,agudo,True
27.3,E5,660.17,0.8983,27.6321,agudo,True
27.35,E5,664.7,0.9009,27.9921,agudo,True
27.4,E5,661.05,0.7929,29.9441,agudo,True
27.45,E5,660.86,0.8887,30.9542,agudo,True
27.5,E5,663.62,0.901,30.8928,agudo,True
27.55,E5,659.85,0.9143,30.9925,medio-agudo,True
27.6,E5,663.15,0.8212,30.9125,agudo,True
27.65,E5,660.61,0.9068,30.9943,agudo,True
27.7,E5,658.53,0.9042,30.9441,medio-agudo,True
27.75,E5,657.91,0.8792,30.9326,medio-agudo,True
27.8,E5,654.79,0.8865,31.0126,medio-agudo,True
27.85,E5,665.9,0.8946,30.9407,agudo,True
27.9,E5,658.64,0.9119,30.9508,medio-agudo,True
27.95,E5,660.03,0.8365,30.924,agudo,True
28.0,E5,663.22,0.9052,30.9652,agudo,True
28.05,E5,664.48,0.899,30.8983,agudo,True
28.1,E5,661.81,0.8968,30.9316,agudo,True
28.15,E5,657.26,0.8611,30.9857,medio-agudo,True
28.2,E5,665.4,0.9141,30.9162,agudo,True
28.25,E5,662.45,0.9126,30.8622,agudo,True
28.3,E5,661.92,0.8736,30.9446,agudo,True
28.35,E5,656.4,0.8938,30.9635,medio-agudo,True
28.4,E5,657.19,0.8936,30.9863,medio-agudo,True
28.45,E5,661.18,0.9202,30.9898,agudo,True
28.5,E5,665.09,0.8355,30.9215,agudo,True
28.55,E5,656.12,0.9156,30.9112,medio-agudo,True
28.6,E5,665.6,0.8974,30.9471,agudo,True
28.65,E5,662.16,0.8876,30.9145,agudo,True
28.7,E5,660.96,0.8891,30.9062,agudo,True
28.75,E5,661.49,0.915,30.9469,agudo,True
28.8,E5,659.25,0.9239,30.9676,medio-agudo,True
28.85,E5,660.04,0.8402,30.902,agudo,True
28.9,E5,661.62,0.8927,30.9763,agudo,True
28.95,E5,659.94,0.8796,30.9138,medio-agudo,True
29.0,E5,660.11,0.9125,30.9244,agudo,True
29.05,E5,666.69,0.8296,30.994,agudo,True
29.1,E5,662.46,0.9094,30.0625,agudo,True
29.15,E5,662.48,0.8915,26.5301,agudo,True
29.2,E5,655.46,0.8623,20.405,medio-agudo,True
29.25,E5,658.83,0.8634,17.1466,medio-agudo,True
29.3,E5,662.43,0.8903,13.9185,agudo,True
29.35,E5,658.6,0.9225,10.6852,medio-agudo,True
29.4,E5,657.62,0.7937,7.4926,medio-agudo,True
29.45,E5,663.27,0.894,4.4118,agudo,True
29.5,F5,695.37,0.526,3.6959,agudo,True
29.55,F5,689.41,0.8863,16.4658,agudo,True
29.6,F5,688.0,0.8642,26.3509,agudo,True
29.65,F5,704.07,0.9339,30.7793,agudo,True
29.7,F5,705.0,0.9009,30.4275,agudo,True
29.75,F5,699.87,0.839,29.5209,agudo,True
29.8,F5,703.9,0.8625,28.6339,agudo,True
29.85,F5,693.96,0.9032,29.232,agudo,True
29.9,F5,705.39,0.9241,31.2059,agudo,True
29.95,F5,708.11,0.7715,31.7605,agudo,True
30.0,F5,701.2,0.9325,31.8392,agudo,True
30.05,F5,703.13,0.8805,31.8027,agudo,True
30.1,F5,701.37,0.9078,31.7671,agudo,True
30.15,F5,704.62,0.7993,31.8777,agudo,True
30.2,F5,699.67,0.9333,31.8316,agudo,True
30.25,F5,704.47,0.8914,31.8406,agudo,True
30.3,F5,700.99,0.8327,31.854,agudo,True
30.35,F5,704.09,0.8875,31.8083,agudo,True
30.4,F5,703.09,0.915,31.7676,agudo,True
30.45,F5,702.06,0.9151,31.7586,agudo,True
30.5,F5,698.12,0.8246,31.8085,agudo,True
30.55,F5,699.08,0.9256,31.7885,agudo,True
30.6,F5,700.56,0.8871,31.8626,agudo,True
30.65,F5,700.38,0.9015,31.8217,agudo,True
30.7,F5,701.73,0.8502,31.7508,agudo,True
30.75,F5,703.38,0.9233,31.8217,agudo,True
30.8,F5,695.96,0.9077,31.826,agudo,True
30.85,F5,697.52,0.8511,31.7514,agudo,True
30.9,F5,707.61,0.907,31.8537,agudo,True
30.95,F5,700.01,0.8916,31.8274,agudo,True
31.0,F5,702.07,0.9157,31.8093,agudo,True
31.05,F5,705.66,0.8412,31.8063,agudo,True
31.1,F5,703.79,0.9334,31.7557,agudo,True
31.15,F5,705.26,0.8893,31.8254,agudo,True
31.2,F5,699.98,0.9016,31.8213,agudo,True
31.25,F5,701.32,0.8779,31.8166,agudo,True
31.3,F5,700.21,0.9157,31.789,agudo,True
31.35,F5,699.23,0.9167,31.7346,agudo,True
31.4,F5,697.97,0.8503,31.8399,agudo,True
31.45,F5,697.84,0.9268,31.8474,agudo,True
31.5,F5,693.94,0.8772,31.7539,agudo,True
31.55,F5,699.14,0.9222,31.8531,agudo,True
31.6,F5,706.59,0.8527,30.5114,agudo,True
31.65,F5,703.17,0.9344,26.4897,agudo,True
31.7,F5,701.44,0.8907,22.0544,agudo,True
31.75,F5,701.24,0.8701,18.7054,agudo,True
31.8,F5,702.78,0.9009,13.732,agudo,True
31.85,F5,696.8,0.9153,10.4537,agudo,True
31.9,F5,701.59,0.9057,7.1815,agudo,True
31.95,F5,697.0,0.8333,4.0559,agudo,True
32.0,,,0.0041,4.0971,silencio,False
32.05,G5,792.45,0.8794,11.3307,agudo,True
32.1,G5,787.14,0.8971,20.9223,agudo,True
32.15,G5,788.46,0.8656,31.561,agudo,True
32.2,G5,794.37,0.8975,32.416,agudo,True
32.25,G5,791.57,0.877,31.7186,agudo,True
32.3,G5,783.17,0.8413,30.9492,agudo,True
32.35,G5,781.04,0.8861,30.1726,agudo,True
32.4,G5,793.32,0.8606,29.3496,agudo,True
32.45,G5,792.33,0.9099,31.6821,agudo,True
32.5,G5,787.29,0.8277,33.3738,agudo,True
32.55,G5,786.04,0.8994,33.4087,agudo,True
32.6,G5,790.74,0.8613,33.4123,agudo,True
32.65,G5,788.86,0.8725,33.4312,agudo,True
32.7,G5,791.82,0.8526,33.3885,agudo,True
32.75,G5,784.73,0.8656,33.4162,agudo,True
32.8,G5,789.06,0.8847,33.3812,agudo,True
32.85,G5,786.7,0.7977,33.3887,agudo,True
32.9,G5,790.81,0.8941,33.4163,agudo,True
32.95,G5,793.27,0.866,33.3887,agudo,True
33.0,G5,786.58,0.9035,33.3966,agudo,True
33.05,G5,791.58,0.7415,33.3671,agudo,True
33.1,G5,784.19,0.9104,33.4103,agudo,True
33.15,G5,786.17,0.869,33.3529,agudo,True
33.2,G5,785.65,0.8479,33.41,agudo,True
33.25,G5,784.93,0.8267,33.3943,agudo,True
33.3,G5,783.92,0.8727,33.3956,agudo,True
33.35,G5,784.41,0.8938,33.4276,agudo,True
33.4,G5,791.66,0.7546,33.4637,agudo,True
33.45,G5,791.16,0.8857,33.4074,agudo,True
33.5,G5,782.93,0.8468,33.3666,agudo,True
33.55,G5,788.21,0.9006,33.3941,agudo,True
33.6,G5,788.27,0.7666,33.4098,agudo,True
33.65,G5,790.35,0.8987,33.4197,agudo,True
33.7,G5,793.54,0.87,33.4212,agudo,True
33.75,G5,788.92,0.8438,33.3639,agudo,True
33.8,G5,786.09,0.824,33.4361,agudo,True
33.85,G5,780.18,0.8678,33.4677,agudo,True
33.9,G5,787.18,0.8939,33.4038,agudo,True
33.95,G5,785.94,0.7999,33.3792,agudo,True
34.0,G5,782.91,0.8947,33.4341,agudo,True
34.05,G5,780.61,0.863,33.4135,agudo,True
34.1,G5,791.19,0.8966,33.3635,agudo,True
34.15,G5,792.7,0.8134,33.4071,agudo,True
34.2,G5,788.82,0.899,33.3867,agudo,True
34.25,G5,790.73,0.8778,33.4183,agudo,True
34.3,G5,792.89,0.8598,33.4647,agudo,True
34.35,G5,786.83,0.8635,33.3737,agudo,True
34.4,G5,779.18,0.8661,33.4119,agudo,True
34.45,G5,783.23,0.9075,33.3622,agudo,True
34.5,G5,787.16,0.8307,33.3604,agudo,True
34.55,G5,783.91,0.8981,30.2462,agudo,True
34.6,G5,785.28,0.8605,25.4609,agudo,True
34.65,G5,787.74,0.8944,22.524,agudo,True
34.7,G5,792.46,0.8434,21.0356,agudo,True
34.75,G5,787.32,0.8774,15.2434,agudo,True
34.8,G5,779.06,0.886,13.7764,agudo,True
34.85,G5,785.5,0.8308,9.4236,agudo,True
34.9,G5,787.54,0.8752,6.5659,agudo,True
34.95,G5,795.81,0.8783,5.1665,agudo,True
35.0,,,0.1231,3.6612,silencio,False
35.05,A5,875.09,0.8868,10.8434,agudo,True
35.1,A5,888.75,0.933,25.6267,agudo,True
35.15,A5,888.73,0.9378,32.1857,agudo,True
35.2,A5,880.19,0.9012,33.4927,agudo,True
35.25,A5,883.78,0.9037,32.7289,agudo,True
35.3,A5,880.64,0.9354,31.8999,agudo,True
35.35,A5,880.73,0.9405,31.037,agudo,True
35.4,A5,884.59,0.8558,30.3518,agudo,True
35.45,A5,884.47,0.9268,31.3635,agudo,True
35.5,A5,888.33,0.9351,34.4086,agudo,True
35.55,A5,887.12,0.91,34.4218,agudo,True
35.6,A5,888.41,0.848,34.3471,agudo,True
35.65,A5,886.66,0.9372,34.3888,agudo,True
35.7,A5,880.2,0.9401,34.3438,agudo,True
35.75,A5,877.15,0.8465,34.3657,agudo,True
35.8,A5,876.21,0.9172,34.4049,agudo,True
35.85,A5,882.86,0.9292,34.4126,agudo,True
35.9,A5,884.54,0.9367,34.3811,agudo,True
35.95,A5,888.13,0.7995,34.3963,agudo,True
36.0,A5,885.51,0.9267,34.398,agudo,True
36.05,A5,881.15,0.9275,34.3761,agudo,True
36.1,A5,876.83,0.8888,34.3639,agudo,True
36.15,A5,879.1,0.8364,34.4188,agudo,True
36.2,A5,883.99,0.9172,34.3828,agudo,True
36.25,A5,889.07,0.9365,34.3393,agudo,True
36.3,A5,883.06,0.7789,34.4305,agudo,True
36.35,A5,880.11,0.9232,34.3673,agudo,True
36.4,A5,883.44,0.9095,34.4649,agudo,True
36.45,A5,880.11,0.9269,34.3675,agudo,True
36.5,A5,877.64,0.7978,34.3758,agudo,True
36.55,A5,885.04,0.9407,34.3928,agudo,True
36.6,A5,877.82,0.9201,34.4183,agudo,True
36.65,A5,886.22,0.8519,34.4055,agudo,True
36.7,A5,886.8,0.86,34.3974,agudo,True
36.75,A5,885.03,0.9363,34.3369,agudo,True
36.8,A5,876.88,0.9345,34.3365,agudo,True
36.85,A5,886.59,0.7623,34.389,agudo,True
36.9,A5,884.72,0.9213,34.419,agudo,True
36.95,A5,874.81,0.9134,34.3919,agudo,True
37.0,A5,876.5,0.9348,34.4079,agudo,True
37.05,A5,887.71,0.7524,34.3957,agudo,True
37.1,A5,876.47,0.928,34.3342,agudo,True
37.15,A5,882.99,0.9242,34.4297,agudo,True
37.2,A5,886.75,0.8832,34.4241,agudo,True
37.25,A5,885.4,0.8725,34.3542,agudo,True
37.3,A5,880.91,0.9385,34.3264,agudo,True
37.35,A5,882.77,0.9347,34.374,agudo,True
37.4,A5,885.9,0.839,34.3756,agudo,True
37.45,A5,887.51,0.916,34.3767,agudo,True
37.5,A5,891.33,0.9311,34.3987,agudo,True
37.55,A5,875.14,0.9186,31.524,agudo,True
37.6,A5,888.24,0.8604,26.724,agudo,True
37.65,A5,881.77,0.9325,23.4866,agudo,True
37.7,A5,886.99,0.939,18.978,agudo,True
37.75,A5,891.77,0.8763,15.9583,agudo,True
37.8,A5,885.97,0.9078,12.948,agudo,True
37.85,A5,882.87,0.9376,9.9895,agudo,True
37.9,A5,879.89,0.9421,7.0506,agudo,True
37.95,A5,864.36,0.7596,4.1894,agudo,True
38.0,G5,801.91,0.7516,8.5627,agudo,True
38.05,G5,791.3,0.8955,20.5982,agudo,True
38.1,G5,791.81,0.9042,29.4229,agudo,True
38.15,G5,793.57,0.8535,31.5108,agudo,True
38.2,G5,790.25,0.8942,30.3167,agudo,True
38.25,G5,782.93,0.8788,29.6755,agudo,True
38.3,G5,790.32,0.8706,30.1747,agudo,True
38.35,G5,785.53,0.8836,32.1336,agudo,True
38.4,G5,782.7,0.859,32.6688,agudo,True
38.45,G5,784.12,0.9057,32.6364,agudo,True
38.5,G5,785.47,0.8382,32.6522,agudo,True
38.55,G5,783.78,0.9062,32.6633,agudo,True
38.6,G5,787.87,0.8588,32.6739,agudo,True
38.65,G5,791.75,0.8808,32.7063,agudo,True
38.7,G5,790.35,0.8633,32.7076,agudo,True
38.75,G5,787.37,0.8879,32.6145,agudo,True
38.8,G5,792.62,0.8906,32.6131,agudo,True
38.85,G5,781.59,0.836,32.6334,agudo,True
38.9,G5,788.92,0.8982,32.6423,agudo,True
38.95,G5,792.41,0.8554,32.7085,agudo,True
39.0,G5,784.98,0.9045,32.6644,agudo,True
39.05,G5,794.52,0.8383,32.7126,agudo,True
39.1,G5,784.73,0.9025,32.6889,agudo,True
39.15,G5,788.12,0.8631,32.634,agudo,True
39.2,G5,783.65,0.851,32.5992,agudo,True
39.25,G5,789.98,0.8688,32.6685,agudo,True
39.3,G5,785.7,0.8718,32.6669,agudo,True
39.35,G5,785.16,0.8943,32.6659,agudo,True
39.4,G5,784.72,0.7972,32.732,agudo,True
39.45,G5,785.69,0.892,32.6377,agudo,True
39.5,G5,792.25,0.8589,32.6462,agudo,True
39.55,G5,785.81,0.8935,32.6702,agudo,True
39.6,G5,791.87,0.8029,32.6207,agudo,True
39.65,G5,788.09,0.9027,32.3291,agudo,True
39.7,G5,786.64,0.8686,28.7396,agudo,True
39.75,G5,785.22,0.8031,23.0307,agudo,True
39.8,G5,792.14,0.8434,18.7747,agudo,True
39.85,G5,786.97,0.8713,14.4957,agudo,True
39.9,G5,785.95,0.8905,12.3889,agudo,True
39.95,G5,781.54,0.7555,6.2376,agudo,True
40.0,F5,709.03,0.7219,4.2562,agudo,True
40.05,F5,706.99,0.901,19.0774,agudo,True
40.1,F5,695.33,0.9087,28.0112,agudo,True
40.15,F5,699.13,0.7952,30.0808,agudo,True
40.2,F5,694.86,0.9254,29.2336,agudo,True
40.25,F5,705.39,0.9016,28.1425,agudo,True
40.3,F5,702.57,0.8046,29.8754,agudo,True
40.35,F5,699.25,0.8845,31.4369,agudo,True
40.4,F5,704.18,0.8904,31.4088,agudo,True
40.45,F5,696.4,0.9128,31.4757,agudo,True
40.5,F5,699.44,0.7605,31.3954,agudo,True
40.55,F5,697.5,0.9263,31.4387,agudo,True
40.6,F5,698.4,0.895,31.4668,agudo,True
40.65,F5,700.9,0.9009,31.4591,agudo,True
40.7,F5,699.86,0.8502,31.4222,agudo,True
40.75,F5,697.24,0.9223,31.4494,agudo,True
40.8,F5,708.06,0.9018,31.5169,agudo,True
40.85,F5,699.19,0.8518,31.5022,agudo,True
40.9,F5,700.05,0.9067,31.4754,agudo,True
40.95,F5,697.5,0.8866,31.4684,agudo,True
41.0,F5,699.04,0.9116,31.4236,agudo,True
41.05,F5,701.05,0.8425,31.5038,agudo,True
41.1,F5,700.66,0.9308,31.4291,agudo,True
41.15,F5,701.68,0.9048,31.4655,agudo,True
41.2,F5,700.35,0.8873,31.5566,agudo,True
41.25,F5,695.96,0.8791,31.4817,agudo,True
41.3,F5,706.25,0.9122,31.4547,agudo,True
41.35,F5,704.24,0.9181,31.4686,agudo,True
41.4,F5,702.64,0.8384,31.4949,agudo,True
41.45,F5,697.39,0.9274,31.4724,agudo,True
41.5,F5,700.89,0.882,31.4809,agudo,True
41.55,F5,706.16,0.9172,31.3984,agudo,True
41.6,F5,696.53,0.8656,31.508,agudo,True
41.65,F5,705.48,0.9308,31.368,agudo,True
41.7,F5,693.65,0.8931,28.0222,agudo,True
41.75,F5,699.09,0.8727,22.4712,agudo,True
41.8,F5,705.67,0.9017,20.3687,agudo,True
41.85,F5,698.34,0.907,14.2407,agudo,True
41.9,F5,700.6,0.9036,10.2081,agudo,True
41.95,F5,690.97,0.8454,4.4252,agudo,True
42.0,E5,662.84,0.7372,7.1043,agudo,True
42.05,E5,663.62,0.89,12.1364,agudo,True
42.1,E5,667.43,0.8818,27.6505,agudo,True
42.15,E5,656.26,0.8624,30.4291,medio-agudo,True
42.2,E5,666.81,0.9147,29.2943,agudo,True
42.25,E5,662.53,0.9189,28.0659,agudo,True
42.3,E5,658.89,0.8603,28.907,medio-agudo,True
42.35,E5,656.9,0.8808,31.5448,medio-agudo,True
42.4,E5,659.52,0.8766,31.4378,medio-agudo,True
42.45,E5,667.93,0.9197,31.4835,agudo,True
42.5,E5,663.25,0.8222,31.4836,agudo,True
42.55,E5,662.42,0.9163,31.4396,agudo,True
42.6,E5,662.66,0.8931,31.4791,agudo,True
42.65,E5,663.05,0.8844,31.5631,agudo,True
42.7,E5,660.66,0.8483,31.4474,agudo,True
42.75,E5,659.72,0.9089,31.4852,medio-agudo,True
42.8,E5,667.4,0.9187,31.5883,agudo,True
42.85,E5,662.32,0.8058,31.4568,agudo,True
42.9,E5,659.86,0.8865,31.4685,medio-agudo,True
42.95,E5,658.96,0.9018,31.4319,medio-agudo,True
43.0,E5,663.79,0.8972,31.4848,agudo,True
43.05,E5,658.09,0.7337,31.4775,medio-agudo,True
43.1,E5,659.09,0.9114,31.4361,medio-agudo,True
43.15,E5,662.27,0.9154,31.5405,agudo,True
43.2,E5,651.42,0.9104,31.4484,medio-agudo,True
43.25,E5,646.52,0.8072,31.4741,medio-agudo,True
43.3,,,0.0014,31.4768,silencio,False
43.35,,,0.0003,31.5087,silencio,False
43.4,,,0.0,31.5564,silencio,False
43.45,,,0.0002,31.4599,silencio,False
43.5,,,0.0,31.4001,silencio,False
43.55,,,0.0,31.5084,silencio,False
43.6,,,0.0001,31.4491,silencio,False
43.65,,,0.0001,31.4957,silencio,False
43.7,,,0.0002,30.1563,silencio,False
43.75,,,0.0,22.7893,silencio,False
43.8,,,0.0,18.6545,silencio,False
43.85,,,0.0001,14.5303,silencio,False
43.9,,,0.0,8.4806,silencio,False
43.95,,,0.0,6.5252,silencio,False
44.0,,,0.1219,4.6692,silencio,False
44.05,D3,148.79,0.847,12.1335,grave,True
44.1,D3,146.41,0.8829,21.4068,grave,True
44.15,D3,147.28,0.8037,26.3862,grave,True
44.2,D3,147.87,0.8652,26.1357,grave,True
44.25,D3,148.76,0.862,25.4627,grave,True
44.3,D3,147.94,0.8753,24.8784,grave,True
44.35,D3,146.51,0.8778,25.2471,grave,True
44.4,D3,146.88,0.8629,26.5637,grave,True
44.45,D3,146.91,0.8752,27.6624,grave,True
44.5,D3,148.03,0.9027,27.7578,grave,True
44.55,D3,147.6,0.8635,27.6152,grave,True
44.6,D3,146.91,0.8646,27.6625,grave,True
44.65,D3,148.01,0.8837,27.7048,grave,True
44.7,D3,148.26,0.8894,27.8659,grave,True
44.75,D3,147.18,0.8714,27.9982,grave,True
44.8,D3,147.57,0.8724,27.4918,grave,True
44.85,D3,146.66,0.8727,27.7227,grave,True
44.9,D3,146.57,0.9056,27.6998,grave,True
44.95,D3,146.52,0.87,27.6375,grave,True
45.0,D3,146.24,0.8601,27.6728,grave,True
45.05,D3,146.51,0.8756,27.7812,grave,True
45.1,D3,147.41,0.9098,27.658,grave,True
45.15,D3,146.55,0.8494,27.8139,grave,True
45.2,D3,146.7,0.8729,27.5986,grave,True
45.25,D3,147.05,0.9063,27.9005,grave,True
45.3,D3,146.36,0.8836,27.4861,grave,True
45.35,D3,146.84,0.8599,27.8753,grave,True
45.4,D3,147.5,0.8588,27.8009,grave,True
45.45,D3,147.96,0.9072,27.7989,grave,True
45.5,D3,147.85,0.8901,27.7174,grave,True
45.55,D3,146.69,0.8674,27.8245,grave,True
45.6,D3,147.94,0.8663,27.6615,grave,True
45.65,D3,147.13,0.9116,27.8691,grave,True
45.7,D3,145.88,0.8697,27.5824,grave,True
45.75,D3,147.88,0.7838,27.51,grave,True
45.8,D3,147.72,0.894,27.7529,grave,True
45.85,D3,146.95,0.8906,27.5522,grave,True
45.9,D3,148.53,0.8463,27.7944,grave,True
45.95,D3,147.62,0.8081,27.8722,grave,True
46.0,D3,147.73,0.904,27.8925,grave,True
46.05,D3,146.09,0.8808,27.8594,grave,True
46.1,D3,147.16,0.813,27.0284,grave,True
46.15,D3,146.58,0.8171,21.9238,grave,True
46.2,D3,146.41,0.8682,18.2923,grave,True
46.25,D3,148.31,0.8856,15.4345,grave,True
46.3,D3,148.08,0.7592,12.7067,grave,True
46.35,D3,146.34,0.8755,9.843,grave,True
46.4,D3,147.35,0.7969,6.9502,grave,True
46.45,D3,145.7,0.8233,4.1257,grave,True
46.5,C3,133.02,0.6886,6.9339,grave,True
46.55,C3,131.07,0.8775,16.5912,grave,True
46.6,C3,131.52,0.8241,23.7515,grave,True
46.65,C3,130.44,0.8493,25.5513,grave,True
46.7,C3,129.88,0.7993,24.6833,grave,True
46.75,C3,131.63,0.8651,24.1827,grave,True
46.8,C3,130.82,0.8695,25.3055,grave,True
46.85,C3,129.66,0.8045,26.1495,grave,True
46.9,C3,129.87,0.8625,26.7224,grave,True
46.95,C3,131.04,0.815,26.7201,grave,True
47.0,C3,130.88,0.8597,26.7328,grave,True
47.05,C3,129.43,0.7772,26.752,grave,True
47.1,C3,132.33,0.8507,26.6986,grave,True
47.15,C3,131.95,0.8538,26.4925,grave,True
47.2,C3,129.81,0.8511,26.4353,grave,True
47.25,C3,130.07,0.8398,26.5353,grave,True
47.3,C3,130.2,0.8101,26.5482,grave,True
47.35,C3,130.04,0.7863,26.4787,grave,True
47.4,C3,130.12,0.8622,26.5692,grave,True
47.45,C3,130.34,0.8654,26.5635,grave,True
47.5,C3,130.24,0.7862,26.6722,grave,True
47.55,C3,130.29,0.7793,26.7663,grave,True
47.6,C3,128.38,0.8394,26.7239,grave,True
47.65,C3,129.63,0.8524,26.6363,grave,True
47.7,C3,130.05,0.7746,26.7584,grave,True
47.75,C3,129.4,0.819,26.5739,grave,True
47.8,C3,129.25,0.8637,26.5852,grave,True
47.85,C3,129.93,0.8382,26.6708,grave,True
47.9,C3,129.27,0.8412,26.3874,grave,True
47.95,C3,129.27,0.8427,26.4312,grave,True
48.0,C3,129.38,0.8839,26.5584,grave,True
48.05,C3,128.74,0.8373,26.6939,grave,True
48.1,C3,130.13,0.7895,26.7681,grave,True
48.15,C3,129.97,0.8517,26.5971,grave,True
48.2,C3,129.82,0.869,23.361,grave,True
48.25,C3,129.37,0.8262,18.7505,grave,True
48.3,C3,130.04,0.7345,15.5649,grave,True
48.35,C3,130.7,0.8625,11.9702,grave,True
48.4,C3,129.97,0.8148,8.4776,grave,True
48.45,C3,130.99,0.8297,3.5647,grave,True
48.5,C3,130.29,0.3899,5.9527,grave,True
48.55,B2,124.34,0.8681,15.5218,grave,True
48.6,B2,124.89,0.8052,22.5478,grave,True
48.65,B2,124.21,0.8486,24.3705,grave,True
48.7,B2,123.19,0.886,23.9979,grave,True
48.75,B2,124.03,0.8369,23.3155,grave,True
48.8,B2,122.84,0.8593,24.1034,grave,True
48.85,B2,122.23,0.8698,25.7071,grave,True
48.9,B2,121.44,0.8455,25.881,grave,True
48.95,B2,122.54,0.8218,25.5617,grave,True
49.0,B2,122.24,0.8631,25.4006,grave,True
49.05,B2,121.7,0.8648,25.778,grave,True
49.1,B2,123.62,0.7971,25.7194,grave,True
49.15,B2,123.03,0.8369,25.4478,grave,True
49.2,B2,121.61,0.8558,25.6264,grave,True
49.25,B2,122.24,0.855,25.9002,grave,True
49.3,B2,123.5,0.7311,25.5896,grave,True
49.35,B2,121.93,0.8464,25.3647,grave,True
49.4,B2,122.42,0.8424,25.755,grave,True
49.45,B2,122.55,0.8051,25.7268,grave,True
49.5,B2,122.66,0.7091,25.3941,grave,True
49.55,B2,121.78,0.857,25.5944,grave,True
49.6,B2,121.77,0.8277,25.942,grave,True
49.65,B2,124.51,0.8602,25.6299,grave,True
49.7,B2,124.23,0.8526,25.295,grave,True
